cytochrome C subunit 1	COX1
cytochrome c subunit I	COX1
cytochrome c subunit II	COX2
cytochrome c subunit III	COX3
cytochrome	CYTB
cytochrome I oxidase	COX1
cytochrome oxdase I	COX1
cytochrome oxdiase subunit I	COX1
cytochrome oxidase 1	COX1
cytochrome oxidase 2	COX2
cytochrome oxidase 3	COX3
cytochrome oxidase a subunit 1	COX1
cytochrome oxidase b	CYTB
cytochrome oxidase B	CYTB
cytochrome oxidase b subunit 1	COX1
cytochrome oxidase	COX1
cytochrome oxidase	COX2
cytochrome oxidase	COX3
cytochrome oxidase c subunit 1	COX1
cytochrome oxidase c subunit 2	COX2
cytochrome oxidase c subunit 3	COX3
cytochrome oxidase c subunit	COX1
cytochrome oxidase c subunit I	COX1
cytochrome oxidase c subunit II	COX2
cytochrome oxidase c subunit III	COX3
cytochrome oxidase d subunit 1	COX1
cytochrome oxidase I	COX1
Cytochrome oxidase I	COX1
Cytochrome Oxidase I	COX1
cytochrome oxidase II	COX2
CytochromeOxidase II	COX2
cytochrome oxidase III (1 is 2nd base in codon)	COX3
cytochrome oxidase III	COX3
cytochrome oxidase II subunit	COX2
cytochrome oxidase I subunit 1	COX1
cytochrome oxidase I subunit	COX1
cytochrome oxidase, polypeptide I	COX1
cytochrome oxidaser subunit I	COX1
cytochrome oxidase submit I	COX1
cytochrome oxidase subnit I	COX1
cytochrome oxidase subnunit II	COX2
cytochrome oxidase sububit I	COX1
cytochrome oxidase subuinit I	COX1
cytochrome oxidase subuint I	COX1
cytochrome oxidase subuit 1	COX1
cytochrome oxidase subumit I	COX1
cytochrome oxidase subunidade I	COX1
cytochrome oxidase subunit 1, 3' end	COX1
cytochrome oxidase subunit 1, 5' end	COX1
cytochrome oxidase subunit 1 (COI)	COX1
cytochrome oxidase sub-unit 1	COX1
cytochrome oxidase subunit 1	COX1
cytochrome oxidase subunit-1	COX1
cytochrome oxidase subunit1	COX1
cytochrome oxidase, subunit 1	COX1
Cytochrome oxidase subunit 1	COX1
cytochrome oxidase subunit 2	COX2
cytochrome oxidase subunit-2	COX2
cytochrome oxidase subunit2	COX2
cytochrome oxidase subunit-2; TAA stop codonappears after polyadenylation	COX2
cytochrome oxidase subunit 3	COX3
cytochrome oxidase subunit-3	COX3
cytochrome oxidase subunit3	COX3
cytochrome oxidase subunit	COX1
cytochrome oxidase subunit	COX3
cytochrome oxidase subunit I (COI)	COX1
'cytochrome oxidase subunit I	COX1
cytochrome oxidase subunit I	COX1
cytochrome oxidase subunit-I	COX1
cytochrome oxidase subunitI	COX1
cytochrome oxidase, subunit I	COX1
cytochrome oxidasesubunit I	COX1
Cytochrome oxidase subunit I	COX1
cytochrome oxidase subunit I gene	COX1
cytochrome oxidase subunit II	COX2
cytochrome oxidase subunit-II	COX2
cytochrome oxidase, subunit II	COX2
Cytochrome oxidase subunit II	COX2
cytochrome oxidase subunit III	COX3
Cytochrome oxidase subunit III	COX3
cytochrome oxidase subunit III type 1	COX3
cytochrome oxidase subunit III type 2	COX3
cytochrome oxidase subunit one	COX1
cytochrome oxidase subunits I	COX1
cytochrome oxidase subunits II	COX2
cytochrome oxidase subunti 1	COX1
cytochrome oxidase subunt I	COX1
cytochrome oxidase subunt II	COX2
cytochrome oxidase sununit 3	COX3
cytochrome oxidase sununit I	COX1
cytochrome oxidase sununit II	COX2
cytochrome oxidase susbunit III	COX3
cytochrome oxidase sybunit I	COX1
cytochrome oxidate subunit I	COX1
cytochrome oxidaze subunit 1	COX1
cytochrome oxidiase subunit I	COX1
cytochrome oxidse subunit I	COX1
cytochrome oxisase subunit I	COX1
cytochrome oxitase subunit II	COX2
cytochrome oxitase subunit III	COX3
cytochrome oxitdase subunit I	COX1
cytochrome oxiydase subunit 1	COX1
cytochrome oxodase subunit I	COX1
cytochrome oxydase 1	COX1
cytochrome oxydase c subunit I	COX1
cytochrome oxydase I	COX1
cytochrome oxydase II	COX2
cytochrome oxydase subunit 1	COX1
Cytochrome Oxydase Subunit1	COX1
cytochrome oxydase subunit 2	COX2
Cytochrome oxydase subunit 2	COX2
cytochrome oxydase subunit 3	COX3
Cytochrome oxydase subunit 3	COX3
Cytochrome Oxydase Subunit3	COX3
cytochrome oxydase subunit I	COX1
cytochrome oxydase subunit II	COX2
cytochrome oxydase subunit III	COX3
cytochrome subunit B	CYTB
cytochrom oxidase I	COX1
cytochtome b	CYTB
cytochtome c oxidase subunit I	COX1
cytochtome c oxidase subunit II	COX2
cytochtome c oxidase subunit III	COX3
cytochtrome b	CYTB
cytocrhome b	CYTB
cytocrhome oxidase subunit I	COX1
cytocrome b	CYTB
cytocrome c oxidase subunit 1	COX1
cytocrome c oxidase subunit I	COX1
Cytocrome Oxidase II	COX2
cytocrome oxidase subunit 1	COX1
cytocrome oxidase subunit I	COX1
cytocrome oxidase subunit II	COX2
cytoghrome b	CYTB
cytohcrome b	CYTB
cytohrome oxidase subunit I	COX1
cytomchrome c oxidase subunit 1	COX1
CytOxI	COX1
cyt oxidase subunit 1	COX1
cyt oxidase subunit 2	COX2
